,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segment
69,459208,Female,Yes,57,Yes,Artist,0.0,High,2.0,Cat_3,0
70,459209,Female,No,18,No,Entertainment,0.0,Low,4.0,Cat_6,0
71,459210,Female,Yes,71,Yes,Artist,1.0,High,2.0,Cat_6,1
72,459212,Female,Yes,69,Yes,Artist,0.0,Average,2.0,Cat_6,2
73,459213,Female,No,42,Yes,Healthcare,0.0,Low,4.0,Cat_6,2
74,459216,Female,No,36,Yes,Artist,0.0,Low,2.0,Cat_6,0
75,459220,Female,Yes,80,Yes,Lawyer,1.0,High,2.0,Cat_6,5
77,459222,Female,Yes,67,Yes,Artist,0.0,Average,3.0,Cat_6,3
78,459223,Female,Yes,47,Yes,Doctor,1.0,Average,4.0,Cat_6,4
79,459224,Female,Yes,49,Yes,Artist,0.0,Average,2.0,Cat_6,4
80,459227,Female,Yes,32,No,Engineer,9.0,Low,4.0,Cat_6,2
81,459229,Female,Yes,65,Yes,Lawyer,1.0,Average,4.0,Cat_6,1
82,459236,Female,Yes,78,No,Lawyer,0.0,High,2.0,Cat_6,5
83,459237,Male,No,33,Yes,Artist,1.0,Low,6.0,Cat_6,5
84,459244,Male,Yes,48,Yes,Artist,1.0,Low,1.0,Cat_6,1
85,459247,Male,Yes,58,Yes,Executive,1.0,Average,5.0,Cat_6,4
87,459263,Female,No,30,No,Healthcare,9.0,Low,4.0,Cat_6,0
88,459264,Female,No,35,Yes,Artist,0.0,Low,2.0,Cat_6,4
89,459266,Male,No,32,Yes,Healthcare,6.0,Low,5.0,Cat_6,3
90,459270,Male,Yes,69,Yes,Homemaker,1.0,High,2.0,Cat_6,5
91,459284,Female,Yes,71,Yes,Lawyer,1.0,High,2.0,Cat_6,4
92,459287,Male,No,43,Yes,Lawyer,0.0,Low,1.0,Cat_4,5
93,459288,Male,Yes,37,Yes,Artist,0.0,Low,2.0,Cat_6,4
94,459289,Male,No,42,Yes,Doctor,0.0,Low,1.0,Cat_6,0
95,459290,Female,Yes,70,Yes,Doctor,1.0,Average,2.0,Cat_6,4
96,459292,Male,No,46,Yes,Artist,0.0,Low,2.0,Cat_6,5
98,459296,Male,Yes,70,Yes,Artist,0.0,Average,2.0,Cat_6,5
100,459307,Male,Yes,60,Yes,Entertainment,1.0,Low,1.0,Cat_6,4
101,459310,Male,No,37,Yes,Entertainment,0.0,Low,2.0,Cat_2,0
102,459316,Male,Yes,30,Yes,Healthcare,1.0,Low,2.0,Cat_6,5
103,459318,Female,No,32,Yes,Engineer,1.0,Low,3.0,Cat_6,5
104,459320,Male,Yes,26,Yes,Executive,0.0,Low,3.0,Cat_6,4
105,459322,Male,No,42,Yes,Marketing,0.0,Low,1.0,Cat_6,1
108,459339,Male,Yes,29,Yes,Healthcare,8.0,High,2.0,Cat_6,2
109,459344,Female,Yes,88,Yes,Artist,1.0,High,2.0,Cat_6,1
110,459347,Male,Yes,70,Yes,Lawyer,1.0,Low,1.0,Cat_6,4
111,459349,Female,Yes,50,Yes,Artist,1.0,High,4.0,Cat_6,0
112,459352,Male,Yes,43,Yes,Doctor,4.0,Average,4.0,Cat_3,4
113,459353,Male,Yes,51,Yes,Artist,6.0,Average,2.0,Cat_6,3
118,459362,Male,Yes,60,No,Executive,0.0,Low,2.0,Cat_6,1
119,459363,Male,No,46,Yes,Artist,2.0,Low,1.0,Cat_6,3
120,459364,Female,Yes,81,Yes,Marketing,0.0,Low,2.0,Cat_6,1
122,459375,Male,Yes,22,No,Executive,0.0,High,4.0,Cat_6,5
123,459377,Male,Yes,37,Yes,Artist,0.0,Average,3.0,Cat_6,1
124,459383,Male,Yes,43,No,Engineer,0.0,Low,1.0,Cat_6,0
125,459384,Male,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6,0
126,459385,Female,Yes,35,Yes,Artist,1.0,Average,2.0,Cat_7,1
127,459386,Male,Yes,65,No,Lawyer,1.0,High,2.0,Cat_6,3
128,459391,Female,No,41,Yes,Engineer,0.0,Low,4.0,Cat_6,0
129,459394,Male,No,28,No,Entertainment,8.0,Low,2.0,Cat_6,4
130,459397,Male,Yes,55,Yes,Artist,4.0,Average,2.0,Cat_6,3
134,459405,Female,Yes,78,No,Doctor,1.0,High,2.0,Cat_6,5
135,459407,Female,No,35,Yes,Doctor,1.0,Low,3.0,Cat_6,5
136,459409,Female,Yes,76,Yes,Lawyer,0.0,High,2.0,Cat_6,2
137,459410,Female,Yes,88,Yes,Lawyer,1.0,High,2.0,Cat_6,4
140,459415,Male,No,30,No,Doctor,0.0,Low,4.0,Cat_6,1
141,459418,Male,Yes,69,No,Executive,0.0,High,2.0,Cat_6,3
142,459419,Male,Yes,65,Yes,Doctor,1.0,Average,2.0,Cat_6,4
143,459420,Female,Yes,70,Yes,Lawyer,1.0,Low,2.0,Cat_6,3
144,459421,Male,Yes,32,No,Healthcare,0.0,Average,4.0,Cat_6,4
146,459423,Male,No,21,No,Healthcare,8.0,Low,5.0,Cat_6,3
148,459428,Female,No,39,No,Marketing,0.0,Low,2.0,Cat_4,1
149,459432,Male,Yes,85,Yes,Lawyer,0.0,Low,3.0,Cat_6,4
150,459436,Female,No,66,Yes,Artist,0.0,Low,2.0,Cat_6,4
151,459439,Female,Yes,50,Yes,Artist,1.0,Average,2.0,Cat_6,4
152,459445,Female,Yes,42,Yes,Artist,0.0,Average,3.0,Cat_6,1
153,459447,Male,Yes,53,Yes,Artist,9.0,Low,1.0,Cat_6,5
155,459451,Female,Yes,45,Yes,Artist,1.0,Low,2.0,Cat_6,1
158,459459,Male,Yes,40,Yes,Artist,4.0,Low,1.0,Cat_6,5
159,459461,Female,Yes,35,Yes,Artist,1.0,Low,1.0,Cat_1,0
161,459466,Female,Yes,48,Yes,Artist,0.0,Average,3.0,Cat_4,0
162,459467,Female,Yes,56,Yes,Artist,0.0,Average,2.0,Cat_6,0
165,459480,Female,Yes,46,Yes,Entertainment,7.0,Low,3.0,Cat_6,4
166,459481,Male,Yes,49,No,Lawyer,0.0,Low,2.0,Cat_6,0
167,459482,Male,Yes,72,No,Marketing,1.0,Low,4.0,Cat_6,0
170,459497,Female,Yes,77,Yes,Lawyer,0.0,Low,1.0,Cat_6,3
172,459503,Male,Yes,42,Yes,Healthcare,6.0,High,4.0,Cat_6,1
175,459509,Male,No,26,Yes,Healthcare,1.0,Low,1.0,Cat_6,2
176,459512,Male,Yes,67,Yes,Lawyer,1.0,High,2.0,Cat_6,1
177,459515,Male,Yes,55,Yes,Engineer,1.0,Low,1.0,Cat_6,0
180,459535,Male,Yes,46,Yes,Artist,8.0,Average,2.0,Cat_6,4
181,459536,Male,Yes,32,Yes,Healthcare,7.0,Low,2.0,Cat_6,5
182,459538,Female,No,49,Yes,Homemaker,13.0,Low,1.0,Cat_6,0
183,459541,Male,Yes,59,Yes,Artist,1.0,High,2.0,Cat_6,1
184,459549,Male,No,22,No,Healthcare,8.0,Low,5.0,Cat_4,0
185,459555,Female,No,28,Yes,Artist,8.0,Low,1.0,Cat_6,0
186,459558,Male,No,28,Yes,Entertainment,1.0,Low,3.0,Cat_6,1
187,459564,Male,Yes,75,Yes,Lawyer,2.0,Low,1.0,Cat_6,3
188,459566,Female,Yes,37,Yes,Artist,13.0,Low,2.0,Cat_6,5
189,459567,Male,Yes,50,Yes,Doctor,0.0,Average,2.0,Cat_6,5
190,459571,Female,Yes,50,Yes,Executive,1.0,High,4.0,Cat_6,4
192,459579,Female,Yes,35,Yes,Artist,3.0,Average,5.0,Cat_4,0
195,459583,Male,Yes,46,Yes,Artist,0.0,Low,1.0,Cat_6,0
196,459585,Female,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_6,4
197,459587,Female,No,33,Yes,Artist,7.0,Low,3.0,Cat_6,1
198,459588,Male,Yes,49,Yes,Artist,0.0,Low,1.0,Cat_6,5
199,459591,Male,Yes,52,Yes,Artist,1.0,Average,3.0,Cat_6,1
200,459592,Male,No,25,No,Healthcare,0.0,Low,3.0,Cat_6,0
201,459594,Female,Yes,41,Yes,Artist,6.0,Low,1.0,Cat_6,3
202,459597,Female,Yes,68,Yes,Artist,0.0,High,2.0,Cat_6,2
203,459603,Female,Yes,79,No,Lawyer,2.0,High,2.0,Cat_6,1
204,459607,Male,Yes,40,Yes,Entertainment,5.0,Average,5.0,Cat_6,3
208,459617,Male,No,28,Yes,Entertainment,1.0,Low,5.0,Cat_6,3
209,459618,Male,Yes,57,Yes,Doctor,0.0,Average,2.0,Cat_4,4
211,459625,Female,Yes,63,No,Engineer,8.0,Low,1.0,Cat_6,5
212,459626,Female,Yes,26,No,Entertainment,1.0,Low,3.0,Cat_6,0
213,459632,Female,Yes,50,No,Marketing,0.0,High,3.0,Cat_4,5
214,459644,Female,No,30,No,Marketing,9.0,Low,4.0,Cat_2,5
216,459658,Male,Yes,61,Yes,Artist,1.0,Average,3.0,Cat_6,4
217,459664,Male,No,42,Yes,Artist,3.0,Low,1.0,Cat_6,0
218,459665,Male,Yes,88,Yes,Artist,4.0,Low,2.0,Cat_6,0
219,459672,Male,Yes,45,No,Artist,3.0,Average,3.0,Cat_6,4
220,459673,Female,Yes,86,Yes,Lawyer,1.0,Low,1.0,Cat_6,1
221,459678,Male,No,18,No,Healthcare,1.0,Low,5.0,Cat_6,2
223,459686,Male,Yes,46,Yes,Artist,1.0,Low,1.0,Cat_6,3
225,459692,Female,Yes,72,Yes,Lawyer,8.0,High,2.0,Cat_6,0
228,459701,Male,No,46,No,Artist,3.0,Low,3.0,Cat_5,4
230,459711,Male,Yes,42,No,Executive,9.0,High,6.0,Cat_6,5
233,459715,Male,No,19,No,Healthcare,4.0,Low,4.0,Cat_6,0
234,459718,Male,Yes,68,Yes,Executive,1.0,Low,1.0,Cat_6,1
235,459725,Female,Yes,40,Yes,Artist,0.0,Low,2.0,Cat_6,5
237,459740,Female,No,23,No,Healthcare,1.0,Low,3.0,Cat_6,4
238,459742,Female,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6,5
239,459745,Male,Yes,51,No,Artist,0.0,Low,4.0,Cat_1,4
241,459747,Female,Yes,41,Yes,Artist,1.0,Average,5.0,Cat_6,4
242,459748,Male,Yes,51,No,Executive,1.0,High,2.0,Cat_6,4
244,459756,Female,Yes,62,No,Lawyer,1.0,High,4.0,Cat_4,3
245,459760,Female,Yes,38,Yes,Artist,8.0,Low,1.0,Cat_6,5
247,459767,Male,No,22,No,Healthcare,3.0,Low,4.0,Cat_6,0
249,459779,Female,Yes,62,Yes,Entertainment,1.0,Low,1.0,Cat_6,4
250,459780,Female,No,43,No,Entertainment,1.0,Low,3.0,Cat_6,5
253,459795,Male,No,48,Yes,Artist,1.0,Low,1.0,Cat_6,0
254,459801,Female,No,31,Yes,Engineer,4.0,Low,2.0,Cat_6,1
255,459804,Male,Yes,46,No,Artist,4.0,High,4.0,Cat_6,4
256,459806,Female,Yes,49,No,Engineer,1.0,Average,4.0,Cat_6,1
258,459815,Male,No,42,Yes,Artist,8.0,Low,1.0,Cat_6,4
262,459822,Female,No,39,Yes,Engineer,1.0,Low,1.0,Cat_4,4
263,459825,Male,No,20,No,Healthcare,0.0,Low,5.0,Cat_2,2
265,459832,Male,Yes,72,Yes,Executive,1.0,Low,1.0,Cat_6,3
266,459845,Male,Yes,70,Yes,Healthcare,0.0,Low,1.0,Cat_4,0
267,459851,Male,No,45,Yes,Artist,2.0,Low,1.0,Cat_6,5
268,459853,Male,No,33,No,Executive,7.0,Low,5.0,Cat_6,0
269,459856,Male,Yes,50,No,Entertainment,0.0,Average,3.0,Cat_6,2
270,459857,Male,No,31,Yes,Entertainment,6.0,Low,1.0,Cat_6,1
271,459861,Female,Yes,74,No,Lawyer,1.0,High,2.0,Cat_6,5
274,459867,Male,Yes,49,Yes,Marketing,0.0,High,2.0,Cat_6,1
275,459869,Female,No,18,No,Healthcare,1.0,Low,3.0,Cat_6,0
276,459871,Female,Yes,85,No,Entertainment,2.0,Average,2.0,Cat_6,4
278,459886,Male,Yes,28,No,Artist,0.0,Low,4.0,Cat_6,4
280,459889,Male,Yes,59,Yes,Homemaker,9.0,Average,3.0,Cat_6,2
281,459897,Female,Yes,56,Yes,Artist,0.0,Low,2.0,Cat_6,1
282,459909,Male,Yes,69,Yes,Artist,0.0,Low,1.0,Cat_6,2
283,459910,Male,Yes,66,Yes,Artist,0.0,Low,2.0,Cat_6,2
284,459911,Male,No,18,No,Healthcare,4.0,Low,6.0,Cat_2,5
285,459914,Male,No,36,Yes,Artist,4.0,Low,1.0,Cat_4,0
286,459923,Male,No,31,Yes,Marketing,1.0,Low,2.0,Cat_3,3
287,459925,Male,Yes,67,No,Executive,1.0,High,2.0,Cat_4,5
288,459937,Female,No,39,Yes,Artist,7.0,Low,1.0,Cat_6,4
289,459943,Male,No,42,Yes,Entertainment,4.0,Low,3.0,Cat_6,1
290,459945,Male,Yes,50,Yes,Artist,0.0,Low,2.0,Cat_6,0
291,459946,Female,Yes,37,Yes,Artist,0.0,Average,2.0,Cat_6,0
292,459949,Female,No,59,Yes,Artist,0.0,Low,1.0,Cat_6,5
293,459953,Male,Yes,50,Yes,Artist,8.0,Low,2.0,Cat_6,0
294,459961,Male,Yes,48,Yes,Artist,8.0,Low,3.0,Cat_2,0
295,459962,Male,Yes,55,Yes,Artist,9.0,Low,1.0,Cat_6,2
296,459966,Female,No,33,Yes,Doctor,1.0,Low,3.0,Cat_6,5
297,459968,Male,No,38,Yes,Artist,13.0,Low,1.0,Cat_7,2
298,459970,Male,No,43,Yes,Artist,0.0,Low,2.0,Cat_6,5
299,459973,Female,No,53,Yes,Artist,0.0,Low,2.0,Cat_6,0
300,459974,Male,No,37,Yes,Entertainment,0.0,Low,1.0,Cat_6,1
301,459975,Female,No,36,Yes,Artist,5.0,Low,1.0,Cat_6,1
302,459981,Male,No,36,Yes,Artist,5.0,Low,1.0,Cat_6,4
303,459986,Male,Yes,62,Yes,Artist,1.0,Low,1.0,Cat_6,4
304,459995,Female,No,38,No,Artist,2.0,Low,2.0,Cat_6,3
305,459996,Male,No,55,Yes,Entertainment,1.0,Low,1.0,Cat_6,0
306,459998,Male,Yes,60,No,Entertainment,1.0,Average,2.0,Cat_6,1
307,460004,Female,Yes,36,Yes,Entertainment,7.0,Average,2.0,Cat_5,4
308,460006,Male,No,30,No,Entertainment,5.0,Low,9.0,Cat_3,0
309,460014,Female,No,66,No,Entertainment,4.0,Low,3.0,Cat_6,1
310,460023,Male,Yes,45,Yes,Entertainment,1.0,Low,1.0,Cat_6,1
314,460040,Female,Yes,62,Yes,Homemaker,4.0,Low,1.0,Cat_5,4
315,460045,Male,Yes,61,Yes,Artist,1.0,Low,2.0,Cat_6,0
316,460046,Female,Yes,50,Yes,Artist,4.0,Low,2.0,Cat_6,3
317,460050,Male,Yes,53,Yes,Entertainment,3.0,Low,2.0,Cat_6,5
318,460051,Male,No,39,Yes,Artist,7.0,Low,1.0,Cat_6,4
319,460052,Female,No,86,Yes,Lawyer,0.0,Low,1.0,Cat_3,0
320,460058,Male,Yes,50,Yes,Artist,1.0,Low,1.0,Cat_4,3
322,460061,Male,No,52,Yes,Marketing,0.0,Low,1.0,Cat_3,4
323,460066,Female,No,45,No,Marketing,0.0,Low,1.0,Cat_6,4
324,460068,Female,No,37,Yes,Artist,9.0,Low,1.0,Cat_6,3
325,460073,Female,Yes,36,Yes,Engineer,3.0,Low,1.0,Cat_6,2
327,460079,Female,No,40,No,Doctor,1.0,Low,1.0,Cat_6,0
328,460081,Male,Yes,41,Yes,Artist,11.0,High,2.0,Cat_6,3
330,460090,Male,Yes,80,No,Lawyer,4.0,Average,2.0,Cat_6,4
331,460093,Female,No,46,Yes,Artist,3.0,Low,1.0,Cat_3,0
332,460095,Female,Yes,81,Yes,Lawyer,1.0,Low,1.0,Cat_6,0
335,460101,Female,No,26,Yes,Healthcare,8.0,Low,3.0,Cat_3,1
336,460103,Male,No,26,Yes,Artist,1.0,Low,1.0,Cat_4,1
337,460105,Female,No,47,Yes,Artist,0.0,Low,1.0,Cat_4,5
339,460107,Male,Yes,48,Yes,Engineer,1.0,Average,5.0,Cat_6,3
340,460108,Male,Yes,39,Yes,Artist,1.0,Average,3.0,Cat_2,4
341,460109,Male,Yes,50,Yes,Artist,8.0,Average,2.0,Cat_6,1
343,460112,Male,Yes,26,Yes,Engineer,8.0,Average,2.0,Cat_3,1
345,460118,Female,Yes,36,Yes,Artist,4.0,Low,2.0,Cat_6,0
346,460119,Male,No,29,Yes,Healthcare,1.0,Low,4.0,Cat_6,1
347,460122,Female,No,39,No,Artist,1.0,Low,1.0,Cat_6,2
348,460124,Female,No,41,Yes,Artist,0.0,Low,3.0,Cat_6,4
350,460134,Male,Yes,40,Yes,Entertainment,9.0,High,3.0,Cat_6,1
351,460135,Female,No,25,Yes,Healthcare,4.0,Low,3.0,Cat_6,0
352,460140,Female,Yes,41,Yes,Artist,7.0,Low,2.0,Cat_6,5
353,460141,Male,No,37,Yes,Artist,11.0,Low,1.0,Cat_6,3
355,460146,Female,Yes,51,Yes,Engineer,0.0,Average,3.0,Cat_3,0
356,460147,Male,Yes,73,Yes,Entertainment,1.0,Average,3.0,Cat_6,0
358,460160,Male,No,39,Yes,Entertainment,5.0,Low,1.0,Cat_3,0
359,460162,Female,No,19,No,Healthcare,0.0,Low,4.0,Cat_2,3
360,460166,Female,No,19,No,Healthcare,0.0,Low,7.0,Cat_2,2
361,460167,Female,No,23,No,Entertainment,1.0,Low,5.0,Cat_2,5
362,460168,Male,Yes,83,Yes,Executive,0.0,High,2.0,Cat_2,1
363,460171,Female,Yes,62,Yes,Artist,1.0,High,2.0,Cat_6,2
364,460174,Female,No,43,Yes,Artist,9.0,Low,4.0,Cat_6,2
365,460175,Female,No,27,No,Artist,0.0,Low,5.0,Cat_2,3
366,460177,Male,No,50,Yes,Artist,0.0,Low,1.0,Cat_6,0
367,460179,Female,No,23,No,Entertainment,0.0,Low,6.0,Cat_2,5
368,460183,Male,No,35,No,Entertainment,9.0,Low,2.0,Cat_6,3
369,460185,Male,No,32,No,Healthcare,9.0,Low,3.0,Cat_6,4
370,460187,Female,No,42,Yes,Doctor,2.0,Low,3.0,Cat_6,3
371,460189,Male,No,33,No,Entertainment,13.0,Low,1.0,Cat_6,0
372,460190,Female,No,28,Yes,Entertainment,9.0,Low,3.0,Cat_6,0
374,460196,Female,No,35,Yes,Healthcare,9.0,Low,2.0,Cat_6,4
375,460206,Female,Yes,39,Yes,Entertainment,0.0,Low,2.0,Cat_6,1
377,460212,Male,Yes,35,Yes,Entertainment,11.0,Low,6.0,Cat_6,2
378,460214,Female,Yes,45,Yes,Engineer,0.0,Average,2.0,Cat_6,4
380,460223,Male,No,52,No,Entertainment,1.0,Low,1.0,Cat_6,4
381,460227,Male,No,28,No,Healthcare,0.0,Low,3.0,Cat_6,3
382,460242,Male,Yes,38,Yes,Healthcare,9.0,Low,3.0,Cat_6,1
383,460243,Female,No,42,Yes,Entertainment,8.0,Low,1.0,Cat_6,0
385,460248,Female,No,27,Yes,Healthcare,7.0,Low,2.0,Cat_6,3
386,460252,Male,Yes,41,Yes,Artist,0.0,Low,2.0,Cat_6,5
387,460263,Male,Yes,41,Yes,Artist,1.0,Low,2.0,Cat_6,4
388,460265,Male,Yes,47,Yes,Executive,0.0,High,4.0,Cat_6,3
389,460270,Male,No,35,Yes,Doctor,8.0,Low,1.0,Cat_6,5
390,460272,Female,No,88,Yes,Lawyer,0.0,Low,1.0,Cat_6,0
391,460275,Female,No,46,Yes,Artist,6.0,Low,1.0,Cat_6,2
392,460276,Female,Yes,41,Yes,Artist,3.0,Low,2.0,Cat_6,4
393,460281,Female,No,30,Yes,Doctor,10.0,Low,5.0,Cat_6,2
394,460283,Male,Yes,43,Yes,Doctor,12.0,Low,2.0,Cat_6,0
395,460284,Female,No,29,Yes,Entertainment,9.0,Low,2.0,Cat_6,4
396,460287,Male,Yes,48,Yes,Artist,1.0,Low,1.0,Cat_6,0
397,460289,Female,Yes,61,Yes,Artist,4.0,Average,6.0,Cat_4,4
398,460298,Female,No,51,Yes,Lawyer,2.0,Low,1.0,Cat_6,2
401,460306,Female,No,43,Yes,Healthcare,9.0,Low,1.0,Cat_6,2
402,460310,Male,No,27,No,Healthcare,14.0,Low,4.0,Cat_6,1
403,460315,Female,No,35,No,Doctor,14.0,Low,6.0,Cat_7,0
404,460319,Female,Yes,39,No,Doctor,4.0,Average,2.0,Cat_7,1
406,460323,Female,No,38,Yes,Engineer,10.0,Low,1.0,Cat_6,2
407,460324,Female,No,30,Yes,Entertainment,12.0,Low,2.0,Cat_6,0
408,460327,Female,No,43,Yes,Artist,10.0,Low,1.0,Cat_6,3
409,460333,Female,No,42,No,Entertainment,10.0,Low,4.0,Cat_6,5
410,460336,Female,No,46,Yes,Artist,2.0,Low,1.0,Cat_7,4
411,460340,Female,No,47,Yes,Artist,11.0,Low,2.0,Cat_6,0
412,460341,Female,No,32,No,Entertainment,13.0,Low,5.0,Cat_7,1
413,460344,Female,Yes,53,Yes,Artist,11.0,Average,2.0,Cat_6,5
415,460348,Female,No,39,Yes,Artist,0.0,Low,2.0,Cat_6,4
417,460354,Female,No,37,Yes,Artist,3.0,Low,1.0,Cat_3,2
418,460356,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,4
419,460358,Male,No,30,No,Marketing,1.0,Low,1.0,Cat_3,4
420,460361,Female,Yes,49,Yes,Artist,0.0,Low,1.0,Cat_4,1
421,460362,Male,Yes,55,Yes,Healthcare,0.0,Low,3.0,Cat_4,5
422,460365,Female,Yes,59,Yes,Doctor,1.0,Low,2.0,Cat_4,4
424,460370,Female,Yes,27,Yes,Executive,9.0,High,2.0,Cat_6,0
425,460371,Female,No,25,Yes,Artist,1.0,Low,2.0,Cat_6,4
426,460378,Female,No,37,Yes,Doctor,1.0,Low,1.0,Cat_6,2
427,460379,Male,No,38,Yes,Artist,9.0,Low,3.0,Cat_6,1
428,460380,Male,No,29,Yes,Entertainment,9.0,Low,3.0,Cat_6,1
429,460381,Male,No,28,Yes,Artist,11.0,Low,2.0,Cat_6,1
430,460384,Female,Yes,27,Yes,Marketing,8.0,Low,2.0,Cat_6,0
431,460387,Female,No,42,No,Entertainment,3.0,Low,2.0,Cat_6,3
432,460388,Female,No,43,Yes,Artist,14.0,Low,2.0,Cat_6,3
433,460389,Female,Yes,40,Yes,Healthcare,8.0,Average,2.0,Cat_6,2
434,460390,Male,No,41,Yes,Artist,9.0,Low,3.0,Cat_6,0
435,460392,Male,Yes,46,No,Entertainment,8.0,Low,1.0,Cat_1,2
436,460394,Female,No,32,Yes,Healthcare,9.0,Low,3.0,Cat_6,3
437,460397,Female,No,56,Yes,Entertainment,1.0,Low,1.0,Cat_6,4
438,460399,Male,No,28,Yes,Marketing,12.0,Low,1.0,Cat_6,5
439,460401,Female,No,25,Yes,Artist,0.0,Low,3.0,Cat_7,1
440,460404,Male,Yes,42,Yes,Artist,6.0,Low,7.0,Cat_6,0
441,460405,Female,No,41,Yes,Entertainment,5.0,Low,2.0,Cat_6,2
