,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segment
94,459289,1,0,42,1,Doctor,0.0,Low,1.0,Cat_6,6
95,459290,0,1,70,1,Doctor,1.0,Average,2.0,Cat_6,1
96,459292,1,0,46,1,Artist,0.0,Low,2.0,Cat_6,3
98,459296,1,1,70,1,Artist,0.0,Average,2.0,Cat_6,3
100,459307,1,1,60,1,Entertainment,1.0,Low,1.0,Cat_6,1
101,459310,1,0,37,1,Entertainment,0.0,Low,2.0,Cat_2,6
102,459316,1,1,30,1,Healthcare,1.0,Low,2.0,Cat_6,5
103,459318,0,0,32,1,Engineer,1.0,Low,3.0,Cat_6,3
104,459320,1,1,26,1,Executive,0.0,Low,3.0,Cat_6,6
105,459322,1,0,42,1,Marketing,0.0,Low,1.0,Cat_6,0
108,459339,1,1,29,1,Healthcare,8.0,High,2.0,Cat_6,4
109,459344,0,1,88,1,Artist,1.0,High,2.0,Cat_6,0
110,459347,1,1,70,1,Lawyer,1.0,Low,1.0,Cat_6,6
111,459349,0,1,50,1,Artist,1.0,High,4.0,Cat_6,6
112,459352,1,1,43,1,Doctor,4.0,Average,4.0,Cat_3,6
113,459353,1,1,51,1,Artist,6.0,Average,2.0,Cat_6,5
118,459362,1,1,60,0,Executive,0.0,Low,2.0,Cat_6,0
119,459363,1,0,46,1,Artist,2.0,Low,1.0,Cat_6,5
120,459364,0,1,81,1,Marketing,0.0,Low,2.0,Cat_6,0
122,459375,1,1,22,0,Executive,0.0,High,4.0,Cat_6,3
123,459377,1,1,37,1,Artist,0.0,Average,3.0,Cat_6,0
124,459383,1,1,43,0,Engineer,0.0,Low,1.0,Cat_6,2
125,459384,1,1,50,1,Artist,1.0,Average,3.0,Cat_6,1
126,459385,0,1,35,1,Artist,1.0,Average,2.0,Cat_7,0
127,459386,1,1,65,0,Lawyer,1.0,High,2.0,Cat_6,5
128,459391,0,0,41,1,Engineer,0.0,Low,4.0,Cat_6,2
129,459394,1,0,28,0,Entertainment,8.0,Low,2.0,Cat_6,1
130,459397,1,1,55,1,Artist,4.0,Average,2.0,Cat_6,5
134,459405,0,1,78,0,Doctor,1.0,High,2.0,Cat_6,3
135,459407,0,0,35,1,Doctor,1.0,Low,3.0,Cat_6,3
136,459409,0,1,76,1,Lawyer,0.0,High,2.0,Cat_6,4
137,459410,0,1,88,1,Lawyer,1.0,High,2.0,Cat_6,1
140,459415,1,0,30,0,Doctor,0.0,Low,4.0,Cat_6,0
141,459418,1,1,69,0,Executive,0.0,High,2.0,Cat_6,5
142,459419,1,1,65,1,Doctor,1.0,Average,2.0,Cat_6,1
143,459420,0,1,70,1,Lawyer,1.0,Low,2.0,Cat_6,5
144,459421,1,1,32,0,Healthcare,0.0,Average,4.0,Cat_6,6
146,459423,1,0,21,0,Healthcare,8.0,Low,5.0,Cat_6,5
148,459428,0,0,39,0,Marketing,0.0,Low,2.0,Cat_4,0
149,459432,1,1,85,1,Lawyer,0.0,Low,3.0,Cat_6,1
150,459436,0,0,66,1,Artist,0.0,Low,2.0,Cat_6,6
151,459439,0,1,50,1,Artist,1.0,Average,2.0,Cat_6,6
152,459445,0,1,42,1,Artist,0.0,Average,3.0,Cat_6,0
153,459447,1,1,53,1,Artist,9.0,Low,1.0,Cat_6,3
155,459451,0,1,45,1,Artist,1.0,Low,2.0,Cat_6,0
158,459459,1,1,40,1,Artist,4.0,Low,1.0,Cat_6,3
159,459461,0,1,35,1,Artist,1.0,Low,1.0,Cat_1,2
161,459466,0,1,48,1,Artist,0.0,Average,3.0,Cat_4,6
162,459467,0,1,56,1,Artist,0.0,Average,2.0,Cat_6,6
165,459480,0,1,46,1,Entertainment,7.0,Low,3.0,Cat_6,1
166,459481,1,1,49,0,Lawyer,0.0,Low,2.0,Cat_6,6
167,459482,1,1,72,0,Marketing,1.0,Low,4.0,Cat_6,2
170,459497,0,1,77,1,Lawyer,0.0,Low,1.0,Cat_6,5
172,459503,1,1,42,1,Healthcare,6.0,High,4.0,Cat_6,0
175,459509,1,0,26,1,Healthcare,1.0,Low,1.0,Cat_6,4
176,459512,1,1,67,1,Lawyer,1.0,High,2.0,Cat_6,0
177,459515,1,1,55,1,Engineer,1.0,Low,1.0,Cat_6,2
180,459535,1,1,46,1,Artist,8.0,Average,2.0,Cat_6,1
181,459536,1,1,32,1,Healthcare,7.0,Low,2.0,Cat_6,3
182,459538,0,0,49,1,Homemaker,13.0,Low,1.0,Cat_6,2
183,459541,1,1,59,1,Artist,1.0,High,2.0,Cat_6,0
184,459549,1,0,22,0,Healthcare,8.0,Low,5.0,Cat_4,6
185,459555,0,0,28,1,Artist,8.0,Low,1.0,Cat_6,6
186,459558,1,0,28,1,Entertainment,1.0,Low,3.0,Cat_6,0
187,459564,1,1,75,1,Lawyer,2.0,Low,1.0,Cat_6,5
188,459566,0,1,37,1,Artist,13.0,Low,2.0,Cat_6,3
189,459567,1,1,50,1,Doctor,0.0,Average,2.0,Cat_6,3
190,459571,0,1,50,1,Executive,1.0,High,4.0,Cat_6,1
192,459579,0,1,35,1,Artist,3.0,Average,5.0,Cat_4,2
195,459583,1,1,46,1,Artist,0.0,Low,1.0,Cat_6,6
196,459585,0,1,50,1,Artist,1.0,Average,4.0,Cat_6,1
197,459587,0,0,33,1,Artist,7.0,Low,3.0,Cat_6,0
198,459588,1,1,49,1,Artist,0.0,Low,1.0,Cat_6,3
199,459591,1,1,52,1,Artist,1.0,Average,3.0,Cat_6,0
200,459592,1,0,25,0,Healthcare,0.0,Low,3.0,Cat_6,6
201,459594,0,1,41,1,Artist,6.0,Low,1.0,Cat_6,5
202,459597,0,1,68,1,Artist,0.0,High,2.0,Cat_6,4
203,459603,0,1,79,0,Lawyer,2.0,High,2.0,Cat_6,0
204,459607,1,1,40,1,Entertainment,5.0,Average,5.0,Cat_6,5
208,459617,1,0,28,1,Entertainment,1.0,Low,5.0,Cat_6,5
209,459618,1,1,57,1,Doctor,0.0,Average,2.0,Cat_4,1
211,459625,0,1,63,0,Engineer,8.0,Low,1.0,Cat_6,3
212,459626,0,1,26,0,Entertainment,1.0,Low,3.0,Cat_6,2
213,459632,0,1,50,0,Marketing,0.0,High,3.0,Cat_4,3
214,459644,0,0,30,0,Marketing,9.0,Low,4.0,Cat_2,5
216,459658,1,1,61,1,Artist,1.0,Average,3.0,Cat_6,1
217,459664,1,0,42,1,Artist,3.0,Low,1.0,Cat_6,2
218,459665,1,1,88,1,Artist,4.0,Low,2.0,Cat_6,6
219,459672,1,1,45,0,Artist,3.0,Average,3.0,Cat_6,6
220,459673,0,1,86,1,Lawyer,1.0,Low,1.0,Cat_6,0
221,459678,1,0,18,0,Healthcare,1.0,Low,5.0,Cat_6,4
223,459686,1,1,46,1,Artist,1.0,Low,1.0,Cat_6,5
225,459692,0,1,72,1,Lawyer,8.0,High,2.0,Cat_6,2
228,459701,1,0,46,0,Artist,3.0,Low,3.0,Cat_5,6
230,459711,1,1,42,0,Executive,9.0,High,6.0,Cat_6,3
233,459715,1,0,19,0,Healthcare,4.0,Low,4.0,Cat_6,2
234,459718,1,1,68,1,Executive,1.0,Low,1.0,Cat_6,0
235,459725,0,1,40,1,Artist,0.0,Low,2.0,Cat_6,3
237,459740,0,0,23,0,Healthcare,1.0,Low,3.0,Cat_6,6
238,459742,0,1,84,0,Lawyer,1.0,High,2.0,Cat_6,5
239,459745,1,1,51,0,Artist,0.0,Low,4.0,Cat_1,6
241,459747,0,1,41,1,Artist,1.0,Average,5.0,Cat_6,6
242,459748,1,1,51,0,Executive,1.0,High,2.0,Cat_6,1
244,459756,0,1,62,0,Lawyer,1.0,High,4.0,Cat_4,5
245,459760,0,1,38,1,Artist,8.0,Low,1.0,Cat_6,3
247,459767,1,0,22,0,Healthcare,3.0,Low,4.0,Cat_6,2
249,459779,0,1,62,1,Entertainment,1.0,Low,1.0,Cat_6,6
250,459780,0,0,43,0,Entertainment,1.0,Low,3.0,Cat_6,5
253,459795,1,0,48,1,Artist,1.0,Low,1.0,Cat_6,2
254,459801,0,0,31,1,Engineer,4.0,Low,2.0,Cat_6,0
255,459804,1,1,46,0,Artist,4.0,High,4.0,Cat_6,1
256,459806,0,1,49,0,Engineer,1.0,Average,4.0,Cat_6,0
258,459815,1,0,42,1,Artist,8.0,Low,1.0,Cat_6,1
262,459822,0,0,39,1,Engineer,1.0,Low,1.0,Cat_4,6
263,459825,1,0,20,0,Healthcare,0.0,Low,5.0,Cat_2,4
265,459832,1,1,72,1,Executive,1.0,Low,1.0,Cat_6,5
266,459845,1,1,70,1,Healthcare,0.0,Low,1.0,Cat_4,2
267,459851,1,0,45,1,Artist,2.0,Low,1.0,Cat_6,5
268,459853,1,0,33,0,Executive,7.0,Low,5.0,Cat_6,6
269,459856,1,1,50,0,Entertainment,0.0,Average,3.0,Cat_6,4
270,459857,1,0,31,1,Entertainment,6.0,Low,1.0,Cat_6,0
271,459861,0,1,74,0,Lawyer,1.0,High,2.0,Cat_6,5
274,459867,1,1,49,1,Marketing,0.0,High,2.0,Cat_6,0
275,459869,0,0,18,0,Healthcare,1.0,Low,3.0,Cat_6,2
276,459871,0,1,85,0,Entertainment,2.0,Average,2.0,Cat_6,1
278,459886,1,1,28,0,Artist,0.0,Low,4.0,Cat_6,6
280,459889,1,1,59,1,Homemaker,9.0,Average,3.0,Cat_6,4
281,459897,0,1,56,1,Artist,0.0,Low,2.0,Cat_6,0
282,459909,1,1,69,1,Artist,0.0,Low,1.0,Cat_6,4
283,459910,1,1,66,1,Artist,0.0,Low,2.0,Cat_6,4
284,459911,1,0,18,0,Healthcare,4.0,Low,6.0,Cat_2,3
285,459914,1,0,36,1,Artist,4.0,Low,1.0,Cat_4,6
286,459923,1,0,31,1,Marketing,1.0,Low,2.0,Cat_3,5
287,459925,1,1,67,0,Executive,1.0,High,2.0,Cat_4,5
288,459937,0,0,39,1,Artist,7.0,Low,1.0,Cat_6,6
289,459943,1,0,42,1,Entertainment,4.0,Low,3.0,Cat_6,0
290,459945,1,1,50,1,Artist,0.0,Low,2.0,Cat_6,2
291,459946,0,1,37,1,Artist,0.0,Average,2.0,Cat_6,2
292,459949,0,0,59,1,Artist,0.0,Low,1.0,Cat_6,3
293,459953,1,1,50,1,Artist,8.0,Low,2.0,Cat_6,6
294,459961,1,1,48,1,Artist,8.0,Low,3.0,Cat_2,2
295,459962,1,1,55,1,Artist,9.0,Low,1.0,Cat_6,4
296,459966,0,0,33,1,Doctor,1.0,Low,3.0,Cat_6,3
297,459968,1,0,38,1,Artist,13.0,Low,1.0,Cat_7,4
298,459970,1,0,43,1,Artist,0.0,Low,2.0,Cat_6,5
299,459973,0,0,53,1,Artist,0.0,Low,2.0,Cat_6,6
300,459974,1,0,37,1,Entertainment,0.0,Low,1.0,Cat_6,0
301,459975,0,0,36,1,Artist,5.0,Low,1.0,Cat_6,0
302,459981,1,0,36,1,Artist,5.0,Low,1.0,Cat_6,1
303,459986,1,1,62,1,Artist,1.0,Low,1.0,Cat_6,1
304,459995,0,0,38,0,Artist,2.0,Low,2.0,Cat_6,5
305,459996,1,0,55,1,Entertainment,1.0,Low,1.0,Cat_6,2
306,459998,1,1,60,0,Entertainment,1.0,Average,2.0,Cat_6,0
307,460004,0,1,36,1,Entertainment,7.0,Average,2.0,Cat_5,1
308,460006,1,0,30,0,Entertainment,5.0,Low,9.0,Cat_3,6
309,460014,0,0,66,0,Entertainment,4.0,Low,3.0,Cat_6,0
310,460023,1,1,45,1,Entertainment,1.0,Low,1.0,Cat_6,0
314,460040,0,1,62,1,Homemaker,4.0,Low,1.0,Cat_5,1
315,460045,1,1,61,1,Artist,1.0,Low,2.0,Cat_6,6
316,460046,0,1,50,1,Artist,4.0,Low,2.0,Cat_6,5
317,460050,1,1,53,1,Entertainment,3.0,Low,2.0,Cat_6,3
318,460051,1,0,39,1,Artist,7.0,Low,1.0,Cat_6,1
319,460052,0,0,86,1,Lawyer,0.0,Low,1.0,Cat_3,6
320,460058,1,1,50,1,Artist,1.0,Low,1.0,Cat_4,5
322,460061,1,0,52,1,Marketing,0.0,Low,1.0,Cat_3,6
323,460066,0,0,45,0,Marketing,0.0,Low,1.0,Cat_6,1
324,460068,0,0,37,1,Artist,9.0,Low,1.0,Cat_6,5
325,460073,0,1,36,1,Engineer,3.0,Low,1.0,Cat_6,4
327,460079,0,0,40,0,Doctor,1.0,Low,1.0,Cat_6,6
328,460081,1,1,41,1,Artist,11.0,High,2.0,Cat_6,5
330,460090,1,1,80,0,Lawyer,4.0,Average,2.0,Cat_6,1
331,460093,0,0,46,1,Artist,3.0,Low,1.0,Cat_3,6
332,460095,0,1,81,1,Lawyer,1.0,Low,1.0,Cat_6,2
335,460101,0,0,26,1,Healthcare,8.0,Low,3.0,Cat_3,0
336,460103,1,0,26,1,Artist,1.0,Low,1.0,Cat_4,0
337,460105,0,0,47,1,Artist,0.0,Low,1.0,Cat_4,3
339,460107,1,1,48,1,Engineer,1.0,Average,5.0,Cat_6,5
340,460108,1,1,39,1,Artist,1.0,Average,3.0,Cat_2,1
341,460109,1,1,50,1,Artist,8.0,Average,2.0,Cat_6,0
343,460112,1,1,26,1,Engineer,8.0,Average,2.0,Cat_3,0
345,460118,0,1,36,1,Artist,4.0,Low,2.0,Cat_6,2
346,460119,1,0,29,1,Healthcare,1.0,Low,4.0,Cat_6,0
347,460122,0,0,39,0,Artist,1.0,Low,1.0,Cat_6,4
348,460124,0,0,41,1,Artist,0.0,Low,3.0,Cat_6,1
350,460134,1,1,40,1,Entertainment,9.0,High,3.0,Cat_6,0
351,460135,0,0,25,1,Healthcare,4.0,Low,3.0,Cat_6,6
352,460140,0,1,41,1,Artist,7.0,Low,2.0,Cat_6,3
353,460141,1,0,37,1,Artist,11.0,Low,1.0,Cat_6,5
355,460146,0,1,51,1,Engineer,0.0,Average,3.0,Cat_3,2
356,460147,1,1,73,1,Entertainment,1.0,Average,3.0,Cat_6,6
358,460160,1,0,39,1,Entertainment,5.0,Low,1.0,Cat_3,6
359,460162,0,0,19,0,Healthcare,0.0,Low,4.0,Cat_2,5
360,460166,0,0,19,0,Healthcare,0.0,Low,7.0,Cat_2,4
361,460167,0,0,23,0,Entertainment,1.0,Low,5.0,Cat_2,3
362,460168,1,1,83,1,Executive,0.0,High,2.0,Cat_2,0
363,460171,0,1,62,1,Artist,1.0,High,2.0,Cat_6,4
364,460174,0,0,43,1,Artist,9.0,Low,4.0,Cat_6,4
365,460175,0,0,27,0,Artist,0.0,Low,5.0,Cat_2,5
366,460177,1,0,50,1,Artist,0.0,Low,1.0,Cat_6,6
367,460179,0,0,23,0,Entertainment,0.0,Low,6.0,Cat_2,3
368,460183,1,0,35,0,Entertainment,9.0,Low,2.0,Cat_6,5
369,460185,1,0,32,0,Healthcare,9.0,Low,3.0,Cat_6,6
370,460187,0,0,42,1,Doctor,2.0,Low,3.0,Cat_6,5
371,460189,1,0,33,0,Entertainment,13.0,Low,1.0,Cat_6,2
372,460190,0,0,28,1,Entertainment,9.0,Low,3.0,Cat_6,2
374,460196,0,0,35,1,Healthcare,9.0,Low,2.0,Cat_6,1
375,460206,0,1,39,1,Entertainment,0.0,Low,2.0,Cat_6,0
377,460212,1,1,35,1,Entertainment,11.0,Low,6.0,Cat_6,4
378,460214,0,1,45,1,Engineer,0.0,Average,2.0,Cat_6,6
380,460223,1,0,52,0,Entertainment,1.0,Low,1.0,Cat_6,1
381,460227,1,0,28,0,Healthcare,0.0,Low,3.0,Cat_6,5
382,460242,1,1,38,1,Healthcare,9.0,Low,3.0,Cat_6,0
383,460243,0,0,42,1,Entertainment,8.0,Low,1.0,Cat_6,2
385,460248,0,0,27,1,Healthcare,7.0,Low,2.0,Cat_6,5
386,460252,1,1,41,1,Artist,0.0,Low,2.0,Cat_6,5
387,460263,1,1,41,1,Artist,1.0,Low,2.0,Cat_6,1
388,460265,1,1,47,1,Executive,0.0,High,4.0,Cat_6,5
389,460270,1,0,35,1,Doctor,8.0,Low,1.0,Cat_6,5
390,460272,0,0,88,1,Lawyer,0.0,Low,1.0,Cat_6,2
391,460275,0,0,46,1,Artist,6.0,Low,1.0,Cat_6,4
392,460276,0,1,41,1,Artist,3.0,Low,2.0,Cat_6,1
393,460281,0,0,30,1,Doctor,10.0,Low,5.0,Cat_6,4
394,460283,1,1,43,1,Doctor,12.0,Low,2.0,Cat_6,2
395,460284,0,0,29,1,Entertainment,9.0,Low,2.0,Cat_6,1
396,460287,1,1,48,1,Artist,1.0,Low,1.0,Cat_6,6
397,460289,0,1,61,1,Artist,4.0,Average,6.0,Cat_4,1
398,460298,0,0,51,1,Lawyer,2.0,Low,1.0,Cat_6,4
401,460306,0,0,43,1,Healthcare,9.0,Low,1.0,Cat_6,4
402,460310,1,0,27,0,Healthcare,14.0,Low,4.0,Cat_6,0
403,460315,0,0,35,0,Doctor,14.0,Low,6.0,Cat_7,6
404,460319,0,1,39,0,Doctor,4.0,Average,2.0,Cat_7,0
406,460323,0,0,38,1,Engineer,10.0,Low,1.0,Cat_6,4
407,460324,0,0,30,1,Entertainment,12.0,Low,2.0,Cat_6,2
408,460327,0,0,43,1,Artist,10.0,Low,1.0,Cat_6,5
409,460333,0,0,42,0,Entertainment,10.0,Low,4.0,Cat_6,3
410,460336,0,0,46,1,Artist,2.0,Low,1.0,Cat_7,6
411,460340,0,0,47,1,Artist,11.0,Low,2.0,Cat_6,2
412,460341,0,0,32,0,Entertainment,13.0,Low,5.0,Cat_7,0
413,460344,0,1,53,1,Artist,11.0,Average,2.0,Cat_6,3
415,460348,0,0,39,1,Artist,0.0,Low,2.0,Cat_6,1
417,460354,0,0,37,1,Artist,3.0,Low,1.0,Cat_3,4
418,460356,1,0,19,0,Healthcare,0.0,Low,4.0,Cat_6,1
419,460358,1,0,30,0,Marketing,1.0,Low,1.0,Cat_3,1
420,460361,0,1,49,1,Artist,0.0,Low,1.0,Cat_4,0
421,460362,1,1,55,1,Healthcare,0.0,Low,3.0,Cat_4,5
422,460365,0,1,59,1,Doctor,1.0,Low,2.0,Cat_4,1
424,460370,0,1,27,1,Executive,9.0,High,2.0,Cat_6,6
425,460371,0,0,25,1,Artist,1.0,Low,2.0,Cat_6,1
426,460378,0,0,37,1,Doctor,1.0,Low,1.0,Cat_6,4
427,460379,1,0,38,1,Artist,9.0,Low,3.0,Cat_6,0
428,460380,1,0,29,1,Entertainment,9.0,Low,3.0,Cat_6,0
429,460381,1,0,28,1,Artist,11.0,Low,2.0,Cat_6,0
430,460384,0,1,27,1,Marketing,8.0,Low,2.0,Cat_6,2
431,460387,0,0,42,0,Entertainment,3.0,Low,2.0,Cat_6,5
432,460388,0,0,43,1,Artist,14.0,Low,2.0,Cat_6,5
433,460389,0,1,40,1,Healthcare,8.0,Average,2.0,Cat_6,4
434,460390,1,0,41,1,Artist,9.0,Low,3.0,Cat_6,2
435,460392,1,1,46,0,Entertainment,8.0,Low,1.0,Cat_1,4
436,460394,0,0,32,1,Healthcare,9.0,Low,3.0,Cat_6,5
437,460397,0,0,56,1,Entertainment,1.0,Low,1.0,Cat_6,1
438,460399,1,0,28,1,Marketing,12.0,Low,1.0,Cat_6,3
439,460401,0,0,25,1,Artist,0.0,Low,3.0,Cat_7,0
440,460404,1,1,42,1,Artist,6.0,Low,7.0,Cat_6,2
441,460405,0,0,41,1,Entertainment,5.0,Low,2.0,Cat_6,4
442,460406,1,1,36,1,Healthcare,3.0,Low,2.0,Cat_6,2
443,460408,0,0,42,1,Artist,2.0,Low,1.0,Cat_6,2
444,460409,0,0,42,1,Artist,8.0,Low,4.0,Cat_6,5
445,460415,0,0,55,1,Entertainment,1.0,Low,2.0,Cat_6,5
447,460431,0,0,47,1,Engineer,1.0,Low,1.0,Cat_6,6
449,460437,0,0,26,1,Artist,8.0,Low,1.0,Cat_6,0
450,460440,0,0,28,0,Artist,5.0,Low,2.0,Cat_6,1
451,460443,0,0,37,1,Doctor,0.0,Low,1.0,Cat_6,5
453,460449,1,0,25,0,Marketing,2.0,Low,1.0,Cat_3,5
454,460450,1,1,50,1,Executive,1.0,High,4.0,Cat_4,2
455,460453,0,0,42,1,Doctor,5.0,Low,1.0,Cat_6,6
458,460459,0,0,30,0,Engineer,1.0,Low,5.0,Cat_3,6
459,460460,1,1,26,0,Entertainment,2.0,Low,4.0,Cat_3,6
463,460477,1,0,30,0,Entertainment,1.0,Low,6.0,Cat_3,0
464,460484,0,0,20,0,Healthcare,4.0,Low,7.0,Cat_3,5
465,460485,0,0,19,0,Marketing,8.0,Low,5.0,Cat_3,1
466,460489,1,0,19,0,Healthcare,9.0,Low,6.0,Cat_3,1
468,460495,1,0,20,0,Healthcare,0.0,Low,6.0,Cat_3,1
470,460505,0,0,26,1,Engineer,1.0,Low,3.0,Cat_3,3
471,460507,1,0,31,0,Doctor,0.0,Low,4.0,Cat_3,6
472,460508,1,1,31,1,Healthcare,2.0,High,3.0,Cat_3,2
473,460518,0,1,41,1,Engineer,9.0,Average,3.0,Cat_3,6
475,460541,0,1,42,1,Homemaker,0.0,Average,3.0,Cat_3,6
477,460545,1,1,78,0,Lawyer,1.0,High,3.0,Cat_3,2
478,460546,0,1,65,1,Lawyer,1.0,Low,2.0,Cat_3,6
480,460549,1,0,36,1,Artist,8.0,Low,2.0,Cat_3,4
481,460550,0,1,55,1,Artist,0.0,Average,4.0,Cat_3,6
482,460551,1,1,52,1,Engineer,0.0,Average,2.0,Cat_3,1
483,460555,1,1,52,1,Homemaker,7.0,Average,3.0,Cat_3,5
486,460561,0,0,37,0,Engineer,7.0,Low,1.0,Cat_3,3
487,460563,0,0,40,0,Healthcare,1.0,Low,2.0,Cat_1,2
489,460571,1,0,25,0,Doctor,0.0,Low,3.0,Cat_3,0
490,460572,0,0,33,1,Engineer,1.0,Low,4.0,Cat_3,4
